transaction_id,timestamp,payment_method,amount,currency,merchant,region,customer_id,is_fraud
28eddbb6,2026-09-05 13:30:00,Wallet,61.29,EUR,Amazon,Northern Europe,CUST-8333,0
6b97ec10,2026-09-05 13:31:00,Wallet,785.86,EUR,Shopify Store,Eastern Europe,CUST-5660,0
efe9258b,2026-09-05 13:34:00,Card,456.23,USD,Shopify Store,Eastern Europe,CUST-9480,0
c7162436,2026-09-05 13:35:00,Wallet,669.96,EUR,Netflix,North America,CUST-4579,0
a9c8853e,2026-09-05 13:40:00,Card,41.99,EUR,Electronics Hub,Northern Europe,CUST-2907,0
86265094,2026-09-05 13:43:00,Wallet,155.53,USD,Pharmacy Plus,Northern Europe,CUST-2925,0
db77205f,2026-09-05 13:44:00,ACH,339.9,USD,Fashion Outlet,North America,CUST-1498,0
dcb9b758,2026-09-05 13:49:00,Card,433.07,EUR,Local Coffee Shop,Western Europe,CUST-1052,0
c3c75833,2026-09-05 13:50:00,Card,652.22,USD,Fashion Outlet,Eastern Europe,CUST-6616,0
ae49a444,2026-09-05 13:53:00,ACH,412.66,EUR,Shopify Store,North America,CUST-7895,0
3eed6f7c,2026-09-05 14:09:00,Card,226.39,USD,Amazon,Eastern Europe,CUST-3977,0
3f6780a8,2026-09-05 14:16:00,ACH,230.94,USD,Netflix,Eastern Europe,CUST-3807,0
ffe93f79,2026-09-05 14:21:00,ACH,169.77,USD,Electronics Hub,Northern Europe,CUST-4488,0
2f3466e8,2026-09-05 14:25:00,Card,554.4,USD,Grocery Mart,Northern Europe,CUST-3006,0
bebea8dd,2026-09-05 14:29:00,Card,136.9,USD,Travel Booking,Western Europe,CUST-6466,0
5aeb0ed3,2026-09-05 14:37:00,Wallet,528.79,EUR,Travel Booking,Southern Europe,CUST-8483,0
de5192a5,2026-09-05 14:40:00,ACH,334.07,EUR,Local Coffee Shop,Southern Europe,CUST-5155,0
321d6da9,2026-09-05 14:44:00,ACH,289.9,EUR,Local Coffee Shop,Eastern Europe,CUST-1405,0
d7db2541,2026-09-05 14:44:00,Wallet,372.85,EUR,Travel Booking,Eastern Europe,CUST-2337,0
f51e4ae2,2026-09-05 14:48:00,ACH,460.83,EUR,Amazon,North America,CUST-6114,0
ff08c69a,2026-09-05 14:50:00,ACH,45.98,USD,GameStore,Western Europe,CUST-8115,0
f5d5edc5,2026-09-05 14:52:00,Wallet,510.63,EUR,Amazon,Southern Europe,CUST-6534,0
8d7416fc,2026-09-05 15:00:00,Card,336.56,USD,Local Coffee Shop,Southern Europe,CUST-2629,0
219b7c93,2026-09-05 15:00:00,Wallet,100.37,USD,Pharmacy Plus,Eastern Europe,CUST-2912,0
2cb0a3a0,2026-09-05 15:06:00,Wallet,295.49,EUR,Spotify,Northern Europe,CUST-8657,0
53b5136d,2026-09-05 15:20:00,ACH,70.39,USD,Electronics Hub,Eastern Europe,CUST-8295,0
48b0d0cb,2026-09-05 15:26:00,ACH,525.74,USD,Spotify,North America,CUST-9997,0
cf473f14,2026-09-05 15:30:00,Wallet,678.4,USD,Netflix,Southern Europe,CUST-4352,0
66e012b9,2026-09-05 15:39:00,Wallet,459.55,USD,Pharmacy Plus,Western Europe,CUST-8618,0
c47a6348,2026-09-05 15:42:00,Wallet,624.49,EUR,Fashion Outlet,Western Europe,CUST-8885,0
118b5328,2026-09-05 15:54:00,Wallet,156.72,EUR,Amazon,North America,CUST-9752,0
b58e19a0,2026-09-05 15:55:00,Card,682.01,EUR,Netflix,Southern Europe,CUST-7893,0
5275e9d4,2026-09-05 16:04:00,ACH,239.91,EUR,Grocery Mart,Southern Europe,CUST-3227,0
afcfe717,2026-09-05 16:18:00,Wallet,487.51,EUR,Grocery Mart,North America,CUST-8360,0
57ee246c,2026-09-05 16:21:00,Wallet,160.67,USD,Spotify,North America,CUST-6802,0
a748f62a,2026-09-05 16:25:00,ACH,620.02,USD,Local Coffee Shop,Eastern Europe,CUST-9858,0
cac6b74d,2026-09-05 16:30:00,Wallet,625.39,EUR,Local Coffee Shop,North America,CUST-1119,0
7aac6010,2026-09-05 16:51:00,ACH,741.41,EUR,Electronics Hub,Northern Europe,CUST-8583,0
b1ba4375,2026-09-05 16:51:00,Wallet,116.63,EUR,Amazon,Northern Europe,CUST-7200,0
81edee63,2026-09-05 17:06:00,Wallet,301.01,USD,Electronics Hub,Northern Europe,CUST-7679,0
6c465ab1,2026-09-05 17:07:00,ACH,53.51,USD,Fashion Outlet,North America,CUST-3806,0
d45b9aa8,2026-09-05 17:09:00,Card,543.54,EUR,Amazon,North America,CUST-8795,0
0afbc30b,2026-09-05 17:22:00,Wallet,473.23,USD,Spotify,Northern Europe,CUST-5606,0
7948f982,2026-09-05 17:26:00,Card,109.2,USD,Pharmacy Plus,North America,CUST-9047,0
3ac4a15a,2026-09-05 17:28:00,Card,2158.01,USD,Spotify,Northern Europe,CUST-1437,1
7e65f3f5,2026-09-05 17:34:00,Card,398.7,EUR,Spotify,Western Europe,CUST-8427,0
1579fc42,2026-09-05 17:37:00,Card,416.79,EUR,Fashion Outlet,Eastern Europe,CUST-7219,0
3a267fcc,2026-09-05 17:40:00,ACH,654.02,EUR,Pharmacy Plus,Southern Europe,CUST-9444,0
e2b126d7,2026-09-05 17:55:00,Wallet,88.67,EUR,Uber,Northern Europe,CUST-2929,0
6995969b,2026-09-05 17:55:00,Wallet,174.27,USD,Amazon,Northern Europe,CUST-4679,0
788630bb,2026-09-05 17:56:00,Wallet,209.55,USD,Grocery Mart,Eastern Europe,CUST-9080,0
3a9f2a69,2026-09-05 17:57:00,Wallet,497.3,EUR,Local Coffee Shop,Eastern Europe,CUST-2059,0
948747c2,2026-09-05 18:00:00,Card,558.25,USD,Travel Booking,Western Europe,CUST-9792,0
bcdc3e91,2026-09-05 18:21:00,Card,721.46,USD,Spotify,Northern Europe,CUST-6977,0
2d19378b,2026-09-05 18:26:00,Wallet,370.23,USD,Electronics Hub,North America,CUST-3548,0
12983015,2026-09-05 18:40:00,ACH,468.56,USD,Spotify,Northern Europe,CUST-5391,0
65fe8f25,2026-09-05 18:45:00,ACH,689.27,USD,Travel Booking,Western Europe,CUST-1456,0
69964d8f,2026-09-05 18:54:00,Card,427.06,EUR,Pharmacy Plus,Northern Europe,CUST-3847,0
e473e650,2026-09-05 18:56:00,Card,271.61,EUR,Electronics Hub,North America,CUST-2744,0
6685835e,2026-09-05 18:57:00,ACH,680.16,EUR,Grocery Mart,Western Europe,CUST-3584,0
3682460c,2026-09-05 19:00:00,Card,78.37,USD,Shopify Store,Southern Europe,CUST-5929,0
095915f0,2026-09-05 19:03:00,ACH,741.92,USD,Uber,Southern Europe,CUST-2598,0
c45824fb,2026-09-05 19:04:00,Card,603.63,USD,Uber,Eastern Europe,CUST-1715,0
4612098d,2026-09-05 19:05:00,Wallet,496.19,USD,Local Coffee Shop,Western Europe,CUST-6209,0
cb28118f,2026-09-05 19:15:00,Wallet,203.1,EUR,Spotify,Eastern Europe,CUST-8356,0
25f2564b,2026-09-05 19:18:00,ACH,165.05,USD,Amazon,Northern Europe,CUST-6395,0
67d83f04,2026-09-05 19:39:00,ACH,339.18,USD,Local Coffee Shop,Northern Europe,CUST-9467,0
834fa47b,2026-09-05 19:54:00,ACH,164.42,EUR,Electronics Hub,North America,CUST-2841,0
8bbb2e83,2026-09-05 19:58:00,Wallet,146.69,EUR,Local Coffee Shop,Eastern Europe,CUST-1234,0
55e0fd2b,2026-09-05 20:00:00,ACH,573.7,EUR,Travel Booking,Southern Europe,CUST-2448,0
ab0af838,2026-09-05 20:04:00,Card,288.33,USD,Travel Booking,Western Europe,CUST-4904,0
b670e932,2026-09-05 20:13:00,Card,773.42,EUR,Travel Booking,North America,CUST-8169,0
71ab9a08,2026-09-05 20:32:00,Card,626.79,EUR,Grocery Mart,North America,CUST-5508,0
7ed68c06,2026-09-05 20:34:00,ACH,121.74,EUR,GameStore,Western Europe,CUST-6674,0
bd7c7a90,2026-09-05 20:38:00,Wallet,348.27,EUR,Travel Booking,Western Europe,CUST-2741,0
4b33ac35,2026-09-05 20:47:00,ACH,480.69,EUR,Uber,Southern Europe,CUST-3798,0
c4318fd2,2026-09-05 20:48:00,Card,273.68,USD,GameStore,Western Europe,CUST-4024,0
24086dd5,2026-09-05 20:52:00,Card,144.26,EUR,Netflix,Northern Europe,CUST-2170,0
294a02a2,2026-09-05 21:06:00,Card,691.74,EUR,Uber,Western Europe,CUST-3827,0
6eafbca6,2026-09-05 21:16:00,ACH,223.23,EUR,GameStore,Northern Europe,CUST-9226,0
45bad08f,2026-09-05 21:27:00,Wallet,767.62,USD,Uber,Eastern Europe,CUST-8170,0
9ff836c3,2026-09-05 21:28:00,Wallet,694.26,USD,Grocery Mart,Eastern Europe,CUST-2141,0
fe8eadab,2026-09-05 21:31:00,ACH,197.96,USD,Uber,Western Europe,CUST-4797,0
224cbd8e,2026-09-05 21:47:00,Card,1808.26,USD,Shopify Store,North America,CUST-6682,1
749d1949,2026-09-05 21:47:00,ACH,64.46,EUR,Pharmacy Plus,Southern Europe,CUST-6996,0
9bfc9a2e,2026-09-05 21:57:00,Wallet,291.94,EUR,Electronics Hub,Southern Europe,CUST-4251,0
3f8d1b93,2026-09-05 22:00:00,Card,276.64,EUR,Shopify Store,North America,CUST-7236,0
1ff179db,2026-09-05 22:01:00,Wallet,347.7,USD,Pharmacy Plus,Northern Europe,CUST-1369,0
fc05d480,2026-09-05 22:02:00,ACH,615.9,USD,GameStore,North America,CUST-3119,0
7f5fa0e7,2026-09-05 22:04:00,Wallet,739.84,EUR,Grocery Mart,Eastern Europe,CUST-9799,0
742be6c4,2026-09-05 22:06:00,Wallet,308.1,EUR,Spotify,Northern Europe,CUST-2383,0
5c84d728,2026-09-05 22:21:00,Card,111.84,EUR,GameStore,Eastern Europe,CUST-1000,0
291f16c1,2026-09-05 22:40:00,ACH,704.25,USD,Pharmacy Plus,Eastern Europe,CUST-1572,0
27811535,2026-09-05 22:44:00,Wallet,702.94,USD,Fashion Outlet,Eastern Europe,CUST-9073,0
1700217b,2026-09-05 22:51:00,ACH,99.0,EUR,Travel Booking,Western Europe,CUST-6814,0
490ad486,2026-09-05 23:01:00,ACH,229.12,EUR,Fashion Outlet,North America,CUST-8313,0
cee2af81,2026-09-05 23:05:00,Card,527.5,USD,Pharmacy Plus,Southern Europe,CUST-2186,0
12079182,2026-09-05 23:10:00,Card,67.74,EUR,Electronics Hub,North America,CUST-5993,0
385b21cd,2026-09-05 23:12:00,ACH,10.81,USD,Pharmacy Plus,Western Europe,CUST-3923,0
7f8c2acb,2026-09-05 23:13:00,ACH,467.2,USD,Amazon,Eastern Europe,CUST-6234,0
d57e4663,2026-09-05 23:14:00,ACH,608.68,USD,Uber,Northern Europe,CUST-7789,0
599523f6,2026-09-05 23:22:00,ACH,256.9,USD,Spotify,Southern Europe,CUST-5272,0
f76f53dd,2026-09-05 23:22:00,Wallet,677.11,EUR,Travel Booking,Northern Europe,CUST-6075,0
59f5e345,2026-09-05 23:31:00,Card,307.1,EUR,Fashion Outlet,Southern Europe,CUST-7066,0
33571e6d,2026-09-05 23:42:00,Card,96.37,EUR,Fashion Outlet,North America,CUST-4304,0
ebdd6c3f,2026-09-05 23:47:00,Card,560.9,EUR,Travel Booking,Northern Europe,CUST-6991,0
8cbc2703,2026-09-05 23:48:00,Card,491.22,USD,Uber,Eastern Europe,CUST-8469,0
61ffd433,2026-09-05 23:50:00,Card,544.81,EUR,Pharmacy Plus,Northern Europe,CUST-9504,0
53027b0e,2026-09-05 23:50:00,Wallet,412.89,EUR,Electronics Hub,Northern Europe,CUST-3148,0
1fe038c1,2026-09-05 23:54:00,Card,125.58,EUR,Spotify,North America,CUST-8873,0
c690a812,2026-09-05 23:56:00,Card,587.84,EUR,Netflix,Southern Europe,CUST-9213,0
0a58a182,2026-09-06 00:00:00,Wallet,697.52,USD,Pharmacy Plus,North America,CUST-2217,0
2f7bd45a,2026-09-06 00:02:00,Card,681.47,EUR,Pharmacy Plus,Eastern Europe,CUST-6196,0
a4b63810,2026-09-06 00:02:00,Wallet,654.63,USD,Amazon,Eastern Europe,CUST-2611,0
10a57613,2026-09-06 00:23:00,ACH,564.66,EUR,Electronics Hub,Southern Europe,CUST-4182,0
bd8da774,2026-09-06 00:33:00,Wallet,220.55,USD,Uber,Eastern Europe,CUST-4463,0
7429fa1e,2026-09-06 00:34:00,Card,401.56,USD,Pharmacy Plus,Southern Europe,CUST-7940,0
31ee8f96,2026-09-06 00:34:00,ACH,104.27,USD,Amazon,Eastern Europe,CUST-1970,0
0dfc76d2,2026-09-06 00:41:00,Wallet,418.31,EUR,GameStore,Eastern Europe,CUST-7274,0
38b434a0,2026-09-06 00:42:00,Card,598.47,USD,GameStore,Eastern Europe,CUST-6410,0
6898faac,2026-09-06 00:51:00,ACH,272.62,USD,Fashion Outlet,Western Europe,CUST-4123,0
cc03b9da,2026-09-06 00:58:00,Card,215.67,USD,Spotify,Western Europe,CUST-7620,0
6c14cfce,2026-09-06 00:58:00,Wallet,539.08,USD,Local Coffee Shop,Southern Europe,CUST-7385,0
64718747,2026-09-06 01:18:00,ACH,78.11,USD,Electronics Hub,Northern Europe,CUST-1909,0
3c80b546,2026-09-06 01:20:00,Card,212.57,USD,Amazon,North America,CUST-9603,0
338dd40d,2026-09-06 01:20:00,Wallet,484.56,USD,Pharmacy Plus,Southern Europe,CUST-1362,0
124804a9,2026-09-06 01:21:00,Card,408.83,USD,Shopify Store,Eastern Europe,CUST-1868,0
64d6a278,2026-09-06 01:24:00,Card,588.93,USD,Spotify,Western Europe,CUST-5408,0
ed41639f,2026-09-06 01:29:00,Wallet,677.19,EUR,GameStore,Eastern Europe,CUST-2664,0
6a30eda6,2026-09-06 01:29:00,ACH,596.34,USD,Electronics Hub,Eastern Europe,CUST-4808,0
9766f937,2026-09-06 01:30:00,Card,81.91,EUR,Uber,North America,CUST-1018,0
a5b733b8,2026-09-06 01:41:00,ACH,373.93,USD,Electronics Hub,Eastern Europe,CUST-6488,0
5dc2f617,2026-09-06 01:47:00,Wallet,347.71,USD,Electronics Hub,Eastern Europe,CUST-6371,0
fbcfe272,2026-09-06 02:03:00,Wallet,757.56,EUR,Travel Booking,Western Europe,CUST-2477,0
57416f87,2026-09-06 02:05:00,ACH,49.74,USD,GameStore,Western Europe,CUST-1260,0
d7b28d8c,2026-09-06 02:07:00,ACH,19.01,EUR,Uber,North America,CUST-7796,0
87fbda4c,2026-09-06 02:11:00,ACH,646.77,USD,Amazon,Western Europe,CUST-3022,0
bb3fd833,2026-09-06 02:19:00,ACH,210.61,USD,Fashion Outlet,Southern Europe,CUST-4568,0
c5e99b30,2026-09-06 02:20:00,ACH,396.62,EUR,Spotify,Northern Europe,CUST-9507,0
460a07a9,2026-09-06 02:23:00,ACH,578.72,EUR,GameStore,Eastern Europe,CUST-2313,0
b54f777a,2026-09-06 02:29:00,Wallet,202.03,USD,Uber,Western Europe,CUST-7911,0
4944caa1,2026-09-06 02:35:00,ACH,18.48,USD,Grocery Mart,Eastern Europe,CUST-2980,0
f4c2dfd1,2026-09-06 02:42:00,ACH,226.97,USD,Uber,Western Europe,CUST-5814,0
4fda9a4c,2026-09-06 02:45:00,Wallet,525.6,USD,Electronics Hub,Northern Europe,CUST-7125,0
8b21a5a7,2026-09-06 02:47:00,ACH,495.48,USD,GameStore,Southern Europe,CUST-9412,0
c56d09b5,2026-09-06 02:53:00,Wallet,722.45,USD,Local Coffee Shop,Northern Europe,CUST-7481,0
acbdc604,2026-09-06 02:54:00,Card,464.65,USD,Shopify Store,Eastern Europe,CUST-2047,0
c19f9c64,2026-09-06 02:54:00,Wallet,112.18,EUR,Netflix,Eastern Europe,CUST-8452,0
ac2139dd,2026-09-06 03:07:00,ACH,444.35,USD,Pharmacy Plus,Western Europe,CUST-8062,0
e98d8c7f,2026-09-06 03:08:00,Wallet,62.07,EUR,Amazon,Southern Europe,CUST-1280,0
6688e12d,2026-09-06 03:20:00,ACH,190.75,USD,Electronics Hub,Southern Europe,CUST-6959,0
4e3179b6,2026-09-06 03:25:00,Wallet,755.34,USD,Shopify Store,Northern Europe,CUST-1286,0
9ad87507,2026-09-06 03:27:00,ACH,617.31,EUR,Electronics Hub,Eastern Europe,CUST-8094,0
d3288d20,2026-09-06 03:27:00,ACH,238.09,EUR,GameStore,Northern Europe,CUST-7319,0
dcd6638c,2026-09-06 03:29:00,Wallet,75.97,EUR,Amazon,North America,CUST-6092,0
abc8b3a6,2026-09-06 03:30:00,ACH,730.0,USD,Uber,Western Europe,CUST-7869,0
bb32829c,2026-09-06 03:32:00,Wallet,171.47,USD,Local Coffee Shop,Western Europe,CUST-8325,0
9b288625,2026-09-06 03:33:00,ACH,33.1,EUR,Pharmacy Plus,Eastern Europe,CUST-1243,0
a4a0a011,2026-09-06 03:34:00,Wallet,380.53,USD,Electronics Hub,Western Europe,CUST-1615,0
7b6ed23a,2026-09-06 03:57:00,Wallet,734.18,USD,Fashion Outlet,Western Europe,CUST-8097,0
c9eec76e,2026-09-06 04:07:00,Wallet,43.24,EUR,GameStore,Eastern Europe,CUST-8587,0
3e863b18,2026-09-06 04:08:00,ACH,347.85,EUR,Electronics Hub,Western Europe,CUST-5162,0
2eca881a,2026-09-06 04:08:00,Card,350.79,EUR,Spotify,Southern Europe,CUST-5104,0
db39ef2e,2026-09-06 04:12:00,Card,319.87,USD,Electronics Hub,North America,CUST-7319,0
85791efb,2026-09-06 04:24:00,Wallet,73.55,EUR,Fashion Outlet,Northern Europe,CUST-1422,0
8baedc75,2026-09-06 04:28:00,ACH,507.95,EUR,Local Coffee Shop,North America,CUST-1690,0
5cc7e5ba,2026-09-06 04:29:00,Card,625.74,USD,GameStore,Southern Europe,CUST-3310,0
f250d2ff,2026-09-06 04:50:00,Wallet,342.67,USD,Grocery Mart,Western Europe,CUST-5026,0
bfae555d,2026-09-06 05:01:00,Card,185.73,EUR,Travel Booking,Western Europe,CUST-1565,0
2cfe1218,2026-09-06 05:06:00,Wallet,385.18,EUR,Electronics Hub,Western Europe,CUST-9043,0
47e17457,2026-09-06 05:13:00,Card,757.35,EUR,Netflix,Northern Europe,CUST-7523,0
cfe33ad5,2026-09-06 05:14:00,Card,317.26,USD,Pharmacy Plus,Western Europe,CUST-8085,0
908df81a,2026-09-06 05:14:00,ACH,333.25,USD,Grocery Mart,Northern Europe,CUST-2303,0
a8ca15ff,2026-09-06 05:15:00,Wallet,694.48,EUR,Uber,Eastern Europe,CUST-5721,0
15f0d5cf,2026-09-06 05:19:00,ACH,522.75,USD,GameStore,North America,CUST-8415,0
882b4f42,2026-09-06 05:19:00,Wallet,773.19,EUR,Shopify Store,Northern Europe,CUST-7671,0
32132bfa,2026-09-06 05:20:00,Wallet,606.34,USD,Netflix,Northern Europe,CUST-9021,0
5d1c82f5,2026-09-06 05:26:00,Card,118.37,EUR,Fashion Outlet,Western Europe,CUST-2286,0
9927e4cf,2026-09-06 05:26:00,Card,406.22,USD,Local Coffee Shop,Eastern Europe,CUST-5908,0
091954aa,2026-09-06 05:29:00,ACH,13.24,USD,Grocery Mart,Eastern Europe,CUST-8563,0
5366be28,2026-09-06 05:30:00,Wallet,368.0,EUR,Uber,Southern Europe,CUST-2497,0
f837442c,2026-09-06 05:33:00,ACH,215.57,USD,Fashion Outlet,Eastern Europe,CUST-5628,0
3f2d6da3,2026-09-06 05:36:00,Wallet,368.67,EUR,Pharmacy Plus,Eastern Europe,CUST-4809,0
1d49629d,2026-09-06 05:49:00,Card,489.29,USD,Local Coffee Shop,North America,CUST-8159,0
ff9243a3,2026-09-06 05:49:00,Card,780.49,EUR,Fashion Outlet,Eastern Europe,CUST-9496,0
735bbc7f,2026-09-06 05:52:00,ACH,191.53,EUR,Electronics Hub,Northern Europe,CUST-4677,0
e7a8de5b,2026-09-06 06:04:00,Card,502.27,USD,Grocery Mart,Southern Europe,CUST-9619,0
d381c850,2026-09-06 06:05:00,Card,784.24,USD,Netflix,Northern Europe,CUST-2980,0
bd6ccaea,2026-09-06 06:23:00,Wallet,148.69,USD,Local Coffee Shop,Western Europe,CUST-4208,0
fa4b9583,2026-09-06 06:24:00,Wallet,574.96,USD,Spotify,Western Europe,CUST-7646,0
581a8d12,2026-09-06 06:25:00,ACH,145.49,EUR,Fashion Outlet,Northern Europe,CUST-5023,0
ef8f3c99,2026-09-06 06:30:00,ACH,526.21,USD,GameStore,Eastern Europe,CUST-5306,0
d03bfee7,2026-09-06 06:31:00,Card,227.87,USD,Pharmacy Plus,Northern Europe,CUST-4230,0
3469de8e,2026-09-06 06:36:00,Wallet,35.29,USD,Grocery Mart,Western Europe,CUST-8013,0
dbdf0317,2026-09-06 06:42:00,Card,511.78,EUR,Travel Booking,Western Europe,CUST-4081,0
93e81f85,2026-09-06 06:45:00,ACH,652.49,USD,Electronics Hub,North America,CUST-3221,0
8cc02df5,2026-09-06 06:47:00,ACH,119.84,EUR,Uber,Western Europe,CUST-9480,0
03961ce4,2026-09-06 06:52:00,Wallet,19.16,EUR,Local Coffee Shop,North America,CUST-4913,0
793b6912,2026-09-06 06:52:00,ACH,478.96,EUR,Amazon,Southern Europe,CUST-1469,0
5f1a4203,2026-09-06 06:55:00,Wallet,331.87,EUR,Shopify Store,Western Europe,CUST-2888,0
006f21a9,2026-09-06 07:02:00,Wallet,718.41,EUR,Netflix,Northern Europe,CUST-7692,0
26e98ed8,2026-09-06 07:06:00,Card,41.66,USD,Netflix,Northern Europe,CUST-7453,0
c6a018ea,2026-09-06 07:13:00,Wallet,327.89,EUR,Fashion Outlet,Western Europe,CUST-6303,0
f89a249d,2026-09-06 07:17:00,Card,596.31,USD,Pharmacy Plus,Western Europe,CUST-2844,0
7e4d9dcc,2026-09-06 07:26:00,ACH,62.81,USD,GameStore,Northern Europe,CUST-7916,0
6c818926,2026-09-06 07:36:00,Wallet,8.71,USD,GameStore,Western Europe,CUST-6590,0
86aaa8d3,2026-09-06 07:36:00,Card,575.35,EUR,Fashion Outlet,Eastern Europe,CUST-2415,0
f616d831,2026-09-06 07:43:00,Wallet,150.36,EUR,GameStore,Western Europe,CUST-3074,0
5924a64a,2026-09-06 08:02:00,Wallet,565.43,USD,Uber,Eastern Europe,CUST-9822,0
36d1374f,2026-09-06 08:05:00,ACH,491.81,USD,GameStore,Eastern Europe,CUST-1200,0
6c67923b,2026-09-06 08:06:00,Wallet,483.28,EUR,Local Coffee Shop,Southern Europe,CUST-6106,0
3179d1a9,2026-09-06 08:15:00,Wallet,676.15,EUR,Travel Booking,North America,CUST-6869,0
68eff933,2026-09-06 08:27:00,Card,354.49,EUR,Electronics Hub,Eastern Europe,CUST-8905,0
889b6b99,2026-09-06 08:35:00,Card,565.73,EUR,Shopify Store,North America,CUST-7412,0
ac4b7e36,2026-09-06 08:37:00,Wallet,238.92,USD,Shopify Store,Southern Europe,CUST-6862,0
163d95ed,2026-09-06 08:38:00,Wallet,710.17,USD,Grocery Mart,Western Europe,CUST-3355,0
35659538,2026-09-06 08:42:00,Wallet,53.51,USD,Travel Booking,Eastern Europe,CUST-9570,0
4a93acb8,2026-09-06 08:50:00,ACH,84.12,USD,Shopify Store,Western Europe,CUST-8183,0
86e5f725,2026-09-06 08:52:00,Wallet,195.59,EUR,Local Coffee Shop,Southern Europe,CUST-9142,0
69f5a349,2026-09-06 09:03:00,ACH,215.02,USD,Netflix,Eastern Europe,CUST-5718,0
a87d200b,2026-09-06 09:03:00,Card,399.12,USD,GameStore,Western Europe,CUST-3044,0
d430d3f9,2026-09-06 09:03:00,Wallet,265.31,USD,GameStore,Eastern Europe,CUST-5333,0
3eba4d58,2026-09-06 09:12:00,ACH,472.2,EUR,Amazon,Eastern Europe,CUST-6637,0
192d3b0d,2026-09-06 09:12:00,Card,778.19,USD,Electronics Hub,Northern Europe,CUST-9725,0
893f81aa,2026-09-06 09:15:00,Wallet,303.17,USD,Uber,Southern Europe,CUST-7004,0
478f31c5,2026-09-06 09:22:00,Card,717.15,USD,Pharmacy Plus,Northern Europe,CUST-1617,0
47371ee1,2026-09-06 09:38:00,Card,80.64,USD,Local Coffee Shop,Western Europe,CUST-9303,0
3ed11e10,2026-09-06 09:39:00,Card,268.67,USD,Amazon,North America,CUST-2816,0
aba4833c,2026-09-06 09:40:00,Card,598.31,EUR,Travel Booking,Southern Europe,CUST-2046,1
ff049e02,2026-09-06 09:41:00,ACH,274.75,USD,Grocery Mart,Southern Europe,CUST-1840,0
4c0d8d97,2026-09-06 09:45:00,ACH,725.32,EUR,Grocery Mart,North America,CUST-4395,0
a76d5d09,2026-09-06 09:56:00,Card,577.77,EUR,Electronics Hub,North America,CUST-1734,0
feb51f3d,2026-09-06 09:59:00,Card,148.46,USD,Grocery Mart,Eastern Europe,CUST-4671,0
4148cfd2,2026-09-06 10:07:00,Card,447.73,USD,Pharmacy Plus,North America,CUST-5605,0
26e2d3d0,2026-09-06 10:15:00,Wallet,525.38,EUR,Shopify Store,North America,CUST-3820,0
1623f81e,2026-09-06 10:20:00,Wallet,589.3,USD,Travel Booking,Eastern Europe,CUST-3248,0
49a6d264,2026-09-06 10:31:00,ACH,177.41,USD,Shopify Store,Southern Europe,CUST-4578,0
9abf8b50,2026-09-06 10:34:00,ACH,344.09,EUR,Electronics Hub,Eastern Europe,CUST-4621,0
8e43f8dd,2026-09-06 10:37:00,ACH,265.61,EUR,Shopify Store,Western Europe,CUST-3073,0
6ceeea89,2026-09-06 10:44:00,Wallet,775.34,EUR,Electronics Hub,North America,CUST-2646,0
9a9a4b6b,2026-09-06 10:45:00,Card,682.14,EUR,Local Coffee Shop,Western Europe,CUST-3090,0
5330cccd,2026-09-06 10:58:00,ACH,208.86,USD,Electronics Hub,Eastern Europe,CUST-5134,0
951b3d67,2026-09-06 11:10:00,Card,708.36,EUR,Travel Booking,Eastern Europe,CUST-1391,0
94ee68da,2026-09-06 11:13:00,Wallet,418.62,EUR,Uber,Western Europe,CUST-7741,0
d233b335,2026-09-06 11:14:00,Card,300.97,USD,Shopify Store,Eastern Europe,CUST-2360,0
4684d555,2026-09-06 11:23:00,Card,686.54,EUR,Local Coffee Shop,Northern Europe,CUST-1667,0
468f65a9,2026-09-06 11:43:00,Card,561.45,EUR,Fashion Outlet,North America,CUST-1757,0
ab568098,2026-09-06 11:55:00,ACH,739.19,EUR,Uber,Eastern Europe,CUST-4111,0
70d13cfe,2026-09-06 11:58:00,ACH,307.86,USD,Amazon,Western Europe,CUST-4454,0
c7a5e101,2026-09-06 11:59:00,Wallet,689.05,EUR,Travel Booking,Western Europe,CUST-5615,0
abd94f07,2026-09-06 12:03:00,Card,127.22,EUR,Travel Booking,Western Europe,CUST-6519,0
6fd49d0d,2026-09-06 12:07:00,Wallet,256.31,EUR,Local Coffee Shop,Southern Europe,CUST-6645,0
65abaeb1,2026-09-06 12:17:00,Card,557.11,USD,Electronics Hub,North America,CUST-1820,0
6fcf886f,2026-09-06 12:18:00,Wallet,313.13,USD,Local Coffee Shop,Western Europe,CUST-9447,0
382915df,2026-09-06 12:27:00,Wallet,312.3,USD,Grocery Mart,Northern Europe,CUST-6179,0
f1f72b91,2026-09-06 12:29:00,ACH,64.01,USD,Local Coffee Shop,Western Europe,CUST-7396,0
90442523,2026-09-06 12:31:00,ACH,777.1,EUR,Netflix,Western Europe,CUST-4331,0
8669f903,2026-09-06 12:36:00,Wallet,363.62,EUR,Local Coffee Shop,North America,CUST-1666,0
a1e4134e,2026-09-06 12:37:00,Card,228.79,EUR,GameStore,North America,CUST-7629,0
c94f7755,2026-09-06 12:38:00,Card,54.05,USD,Spotify,North America,CUST-3136,0
7df621e1,2026-09-06 12:40:00,Wallet,425.67,EUR,Spotify,Northern Europe,CUST-1639,0
